'n	yn	DET
dt'	dty	DET
y	yn	DET
awns	ayns	ADP
jee	jeh	ADP
jiu	jeh	ADP
mast	mastey	ADP
mast'	mastey	ADP
mych	mysh	ADP
my-chione	mychione	ADP
ree	rish	ADP
syns	ayns	ADP
yeh	jeh	ADP
yns	ayns	ADP
mish	mee	PRON
uss	oo	PRON
eshyn	eh	PRON
ish	ee	PRON
shinyn	shin	PRON
shiuish	shiu	PRON
adsyn	ad	PRON
smoo	mooar	ADJ
sloo	beg	ADJ
saa	aeg	ADJ
sniessey	niessey	ADJ
sodjey	foddey	ADJ
syrjey	ard	ADJ
